Fecha_Hora,Tipo_Mensaje,ID_Nodo,Msg_ID,Paquetes_Perdidos,Perdida_%,Hum_Local_%,Hum_Global_%,Urgencia_Riego,Estado_CNP,Valvula,Temp_C,Luz_%,Estres_Evap,Nivel_Tanque_%,Vecinos_Red,Alerta_Sensor,Alerta_Valvula,Latencia_Subasta_ms,Error_Cuadratico_Consenso,Violacion_Exclusion_Mutua,Tiempo_Recuperacion_s,Consumo_Estimado_mAh
2026-07-02 19:42:23,consenso,3361403025,106524,0,0.0,91,92.12,15.56,0,0,18.9,0,7.78,41.33556,2,False,False,N/A,1.2511,NO,N/A,0.056686
2026-07-02 19:42:24,consenso,3895648541,106525,0,0.0,81,91.53,17.18,0,0,18.9,0,7.78,41.33556,2,False,False,N/A,110.8487,NO,N/A,0.042356
2026-07-02 19:42:24,consenso,145078341,106526,0,0.0,72,91.61,16.33,0,0,18.9,0,7.78,41.33556,2,False,False,N/A,384.7349,NO,N/A,0.057612
2026-07-02 19:42:25,consenso,3361403025,106525,0,0.0,89,90.85,15.56,0,0,18.9,0,7.78,41.33556,2,False,False,N/A,3.4042,NO,N/A,0.054325
2026-07-02 19:42:26,consenso,3895648541,106526,0,0.0,81,91.38,17.18,0,0,18.9,0,7.78,41.33556,2,False,False,N/A,107.727,NO,N/A,0.055824
2026-07-02 19:42:26,consenso,145078341,106527,0,0.0,69,89.86,15.56,0,0,18.9,0,7.78,41.33556,2,False,False,N/A,435.2806,NO,N/A,0.057608
2026-07-02 19:42:27,consenso,3361403025,106526,0,0.0,90,91.23,15.56,0,0,18,0,7.78,41.31667,2,False,False,N/A,1.5207,NO,N/A,0.056338
2026-07-02 19:42:28,consenso,145078341,106528,0,0.0,70,91.08,15.56,0,0,18,0,7.78,41.31667,2,False,False,N/A,444.5671,NO,N/A,0.052146
2026-07-02 19:42:28,consenso,3895648541,106527,0,0.0,82,91.46,16.75,0,0,18,0,7.78,41.31667,2,False,False,N/A,89.5618,NO,N/A,0.064965
2026-07-02 19:42:29,consenso,3361403025,106527,0,0.0,91,91.75,15.56,0,0,18,0,7.78,41.31667,2,False,False,N/A,0.568,NO,N/A,0.05555
